,game,number of moves,faulty_move,moves place in top 10,moves score (centipawns),Comments
1481,1.d4 1...d5 2.c4 2...Bg4 3.Qb3 3...Bc8 4.Qxb7 4...Qd7 5.Qa6 5...h6,4.0,Qa6,"[1, 'None', 6, 'None', -100, 'None', -100, 'None']","[204, 'None', 52, 'None', -100, 'None', -100, 'None']",
1482,1.d4 1...d5 2.c4 2...h6 3.Nc3 3...dxc4 4.e3 4...b5 5.a4 5...Bf5 6.axb5 6...e6 7.Nf3 7...g6 8.Bd3 8...Bg7 9.Qc2 9...h5,8.0,Qxc4,"[1, 'None', 5, 'None', 2, 'None', 3, 'None', 1, 'None', 2, 'None', -100, 'None', -100, 'None']","[204, 'None', 60, 'None', 62, 'None', 58, 'None', 324, 'None', 303, 'None', -100, 'None', -100, 'None']",
1483,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...Bb7 4.Bg5 4...g6,3.0,Bxb7,"[1, 'None', 1, 'None', 16, 'None']","[204, 'None', 178, 'None', 67, 'None']",
1484,1.d4 1...d5 2.c4 2...Bg4 3.Qb3 3...h6 4.Qxb7 4...f5 5.Qxa8 5...e6,4.0,Qxa8,"[1, 'None', 6, 'None', 1, 'None', 1, 'None']","[204, 'None', 52, 'None', 399, 'None', 722, 'None']",
1485,1.d4 1...d5 2.c4 2...Nc6 3.Nf3 3...Rb8 4.a3 4...g6 5.Bf4 5...e5 6.Bg5 6...Be6 7.dxe5 7...Bh6 8.Qc2 8...f6 9.exf6 9...Qd6,8.0,Qxd6,"[1, 'None', 1, 'None', 4, 'None', 2, 'None', 2, 'None', 3, 'None', -100, 'None', 1, 'None']","[204, 'None', 81, 'None', 77, 'None', 135, 'None', 137, 'None', 191, 'None', -100, 'None', 203, 'None']",
1486,1.d4 1...d5 2.c4 2...Be6 3.Nf3 3...Na6 4.Nc3 4...Qd6,3.0,Bxa6,"[1, 'None', 3, 'None', 4, 'None']","[204, 'None', 83, 'None', 134, 'None']",
1487,1.d4 1...d5 2.c4 2...h6 3.Nc3 3...Nf6 4.e3 4...dxc4 5.Bxc4 5...e6 6.Nf3 6...b6 7.Bd3 7...c5 8.dxc5 8...Bxc5 9.Qc2 9...Kf8,8.0,Qxc5,"[1, 'None', 5, 'None', 3, 'None', 3, 'None', 1, 'None', 8, 'None', 8, 'None', 6, 'None']","[204, 'None', 60, 'None', 47, 'None', 70, 'None', 154, 'None', 92, 'None', 28, 'None', -14, 'None']",
1488,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...e5 4.dxe5 4...dxc4 5.Qa4+ 5...c6 6.Qxc4 6...Nb4 7.Qd3 7...Rb8 8.Qd2 8...Bf5 9.Qd3 9...Bg6 10.Qd2 10...Qe7 11.Qd3 11...Nf6 12.Qd2 12...Ra8 13.Qd3 13...Nc2+,12.0,Qd2,"[1, 'None', 3, 'None', 2, 'None', 4, 'None', 1, 'None', -100, 'None', 5, 'None', -100, 'None', 4, 'None', 19, 'None', 1, 'None', -100, 'None']","[204, 'None', 93, 'None', 151, 'None', 98, 'None', 180, 'None', -100, 'None', -23, 'None', -100, 'None', -537, 'None', -732, 'None', -380, 'None', -100, 'None']",
1489,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...Nd7 4.a4 4...b5 5.axb5 5...c6 6.e4 6...c3 7.bxc3 7...e5,6.0,position,"[1, 'None', 4, 'None', 16, 'None', 1, 'None', 7, 'None', 3, 'None']","[204, 'None', 31, 'None', 4, 'None', 147, 'None', 83, 'None', 337, 'None']",
1490,1.d4 1...d5 2.c4 2...Bg4 3.Qb3 3...Nc6 4.Qxb7 4...dxc4 5.Qxc8 5...e5 6.Qd7 6...Kxd7 7.dxe5+ 7...Qe8 8.Nf3 8...h6,7.0,Bxg4,"[1, 'None', 6, 'None', -100, 'None', -100, 'None', -100, 'None', 2, 'None', 2, 'None']","[204, 'None', 52, 'None', -100, 'None', -100, 'None', -100, 'None', -729, 'None', -649, 'None']",
1491,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...h5 4.e3 4...Be6,3.0,Bxa6,"[1, 'None', 3, 'None', 9, 'None']","[204, 'None', 93, 'None', 119, 'None']",
1492,1.d4 1...d5 2.c4 2...e6 3.Nc3 3...a6 4.Nf3 4...Qd7 5.Bf4 5...a5,4.0,Bd3,"[1, 'None', 4, 'None', 11, 'None', 2, 'None']","[204, 'None', 25, 'None', -21, 'None', 122, 'None']",
1493,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...Rb8 4.e3 4...c6 5.Bd3 5...e6 6.Nc3 6...g6,5.0,Bxa6,"[1, 'None', 3, 'None', 3, 'None', 8, 'None', 3, 'None']","[204, 'None', 93, 'None', 137, 'None', 112, 'None', 101, 'None']",
1494,1.d4 1...d5 2.c4 2...h6 3.Nf3 3...h5 4.e3 4...c6 5.Bd3 5...e6 6.Qc2 6...Be7 7.Nc3 7...Nh6,6.0,Bxh6,"[1, 'None', 8, 'None', 6, 'None', 6, 'None', 7, 'None', 2, 'None']","[204, 'None', 56, 'None', 127, 'None', 110, 'None', 127, 'None', 186, 'None']",
1495,1.d4 1...d5 2.c4 2...Qd6 3.Nc3 3...g6 4.e4 4...c5 5.dxc5 5...Qa6 6.Bd3 6...Qa5 7.Bd2 7...dxe4,6.0,Bxa5,"[1, 'None', 5, 'None', 1, 'None', 3, 'None', -100, 'None', 3, 'None']","[204, 'None', 103, 'None', 406, 'None', 280, 'None', -100, 'None', 381, 'None']",
1496,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...e6 4.e3 4...Bb4+ 5.Bd2# 5...Qd7,4.0,Bd2#,"[1, 'None', 3, 'None', 1, 'None', 3, 'None']","[204, 'None', 93, 'None', 103, 'None', 87, 'None']",
1497,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...f5 4.e4 4...f4,3.0,d3,"[1, 'None', 1, 'None', 1, 'None']","[204, 'None', 178, 'None', 322, 'None']",
1498,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...b6 4.e4 4...Bd7 5.e5 5...Qc7 6.Bd3 6...Nh6 7.Nf3 7...dxc4 8.Bxc4 8...f5 9.exf6 9...b5 10.Bd3 10...Ng8 11.Qe2+ 11...Kf7 12.Qe7# 12...Bxe7,11.0,Qe7#,"[1, 'None', 2, 'None', 5, 'None', 1, 'None', 15, 'None', 3, 'None', 1, 'None', -100, 'None', 3, 'None', -100, 'None', -100, 'None']","[204, 'None', 42, 'None', 70, 'None', 211, 'None', 147, 'None', 235, 'None', 233, 'None', -100, 'None', 351, 'None', -100, 'None', -100, 'None']",
1499,1.d4 1...d5 2.c4 2...f5 3.Nc3 3...h5 4.e3 4...g5,3.0,dxe5,"[1, 'None', 4, 'None', 14, 'None']","[204, 'None', 80, 'None', 146, 'None']",
1500,1.d4 1...d5 2.c4 2...Nf6 3.cxd5 3...e5 4.dxe5 4...Ng4 5.Bf4 5...Nc6 6.e3 6...f6 7.exf6 7...h6 8.Bd3 8...Nge5 9.Nc3 9...Bb4 10.Qb3 10...Qd7,9.0,Nd5,"[1, 'None', 1, 'None', 2, 'None', 4, 'None', 4, 'None', 4, 'None', 13, 'None', 1, 'None', -100, 'None']","[204, 'None', 60, 'None', 105, 'None', 193, 'None', 256, 'None', 329, 'None', 338, 'None', 446, 'None', -100, 'None']",
1501,1.d4 1...d5 2.c4 2...Be6 3.Nc3 3...h5 4.e3 4...c6,3.0,Bxe6,"[1, 'None', 2, 'None', 11, 'None']","[204, 'None', 86, 'None', 121, 'None']",
1502,1.d4 1...d5 2.c4 2...h5 3.Bf4 3...Nd7 4.e3 4...dxc4 5.Bxc4 5...e6 6.Nf3 6...Nb8 7.Bd3 7...a6 8.a4 8...Bd6 9.Qc2 9...c5 10.dxc5 10...Qa5+ 11.Nc3# 11...Qxc5,10.0,Nc3#,"[1, 'None', 3, 'None', 5, 'None', 1, 'None', 1, 'None', 14, 'None', -100, 'None', -100, 'None', 3, 'None', 1, 'None']","[204, 'None', 86, 'None', 123, 'None', 176, 'None', 188, 'None', 193, 'None', -100, 'None', -100, 'None', 134, 'None', 175, 'None']",
1503,1.d4 1...d5 2.c4 2...g6 3.cxd5 3...b6 4.e4 4...Bg7 5.d6 5...g5 6.dxe7 6...Nd7 7.e5 7...a6 8.Bd3 8...Qxe7,7.0,Bd3,"[1, 'None', 1, 'None', 1, 'None', -100, 'None', -100, 'None', -100, 'None', -100, 'None']","[204, 'None', 103, 'None', 298, 'None', -100, 'None', -100, 'None', -100, 'None', -100, 'None']",
1504,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...f6,2.0,dxc6,"[1, 'None', 1, 'None']","[204, 'None', 106, 'None']",
1505,1.d4 1...d5 2.c4 2...Qd6 3.Nc3 3...h6 4.e4 4...c6,3.0,dxc6,"[1, 'None', 5, 'None', -100, 'None']","[204, 'None', 103, 'None', -100, 'None']",
1506,1.d4 1...d5 2.c4 2...e6 3.Nc3 3...c6 4.Nf3 4...a5 5.e3 5...Nh6 6.Bd3 6...Na6,5.0,Bxh6,"[1, 'None', 4, 'None', 3, 'None', 3, 'None', 3, 'None']","[204, 'None', 25, 'None', 36, 'None', 76, 'None', 109, 'None']",
1507,1.d4 1...d5 2.c4 2...Qd7 3.Nc3 3...Nh6 4.e4 4...Rg8,3.0,advantage,"[1, 'None', 4, 'None', 18, 'None']","[204, 'None', 99, 'None', 110, 'None']",
1508,1.d4 1...d5 2.c4 2...f5 3.Nc3 3...g6 4.Bf4 4...Bd7 5.e3 5...c5 6.dxc5 6...d4,5.0,Nd2,"[1, 'None', 4, 'None', 3, 'None', 3, 'None', 2, 'None']","[204, 'None', 80, 'None', 160, 'None', 262, 'None', 338, 'None']",
1509,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...e6 4.e4 4...Qd7 5.e5 5...Bb4 6.Bd2 6...Bf8 7.Bd3 7...g5 8.Nf3 8...h6 9.h4 9...Qc7 10.hxg5 10...Qa5,9.0,Bxh6,"[1, 'None', 2, 'None', 1, 'None', 2, 'None', 5, 'None', -100, 'None', 9, 'None', 6, 'None', 1, 'None']","[204, 'None', 42, 'None', 54, 'None', 124, 'None', 119, 'None', -100, 'None', 258, 'None', 250, 'None', 390, 'None']",
1510,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...Nd7,2.0,dxa6,"[1, 'None', 1, 'None']","[204, 'None', 106, 'None']",
1511,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...b6 4.e3 4...Nh6 5.Bxc4 5...Nc6 6.Bb3 6...Ng8 7.Qc2 7...Nh6 8.Qd3 8...a5 9.Qd1 9...Nb8 10.Qd2 10...Bd7 11.Qd1 11...Bc6 12.Qd2 12...Bb5 13.Qd1 13...Ra6 14.Qd2 14...g6 15.Qd1 15...c5 16.Qd2 16...e5,15.0,Qd2,"[1, 'None', 4, 'None', 2, 'None', 1, 'None', 20, 'None', 2, 'None', -100, 'None', 10, 'None', 19, 'None', 15, 'None', 16, 'None', 7, 'None', 15, 'None', 14, 'None', 14, 'None']","[204, 'None', 31, 'None', 77, 'None', 192, 'None', 137, 'None', 614, 'None', -100, 'None', 131, 'None', 101, 'None', 106, 'None', 77, 'None', 100, 'None', 116, 'None', 90, 'None', 57, 'None']",
1512,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...h5 4.e3 4...e5 5.dxe5 5...Nh6 6.Qd4 6...Bf5 7.Qxf4 7...Bb4+ 8.Bd2# 8...Qd5,7.0,Qxd5#,"[1, 'None', 4, 'None', 3, 'None', 7, 'None', 7, 'None', 8, 'None', 1, 'None']","[204, 'None', 31, 'None', 127, 'None', 60, 'None', 86, 'None', 57, 'None', 163, 'None']",
1513,1.d4 1...d5 2.c4 2...Bg4 3.Nf3 3...Qc8 4.e3 4...e6 5.Bd3 5...a5,4.0,Bxa5,"[1, 'None', 5, 'None', 7, 'None', 8, 'None']","[204, 'None', 56, 'None', 79, 'None', 57, 'None']",
1514,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...Bf5 4.e3 4...Qd7 5.Bxc4 5...g5 6.Bxf7+ 6...Kd8,5.0,checkmate,"[1, 'None', 4, 'None', 3, 'None', 2, 'None', 1, 'None']","[204, 'None', 31, 'None', 44, 'None', 154, 'None', 627, 'None']",
1515,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...dxc4 4.e3 4...c5 5.Bxc4 5...g5 6.Bf1 6...h6 7.d5 7...Bg4 8.d6 8...c4 9.d7 9...Qxd7 10.Bd3 10...Bxf3,9.0,Bxf3,"[1, 'None', 3, 'None', 5, 'None', 2, 'None', -100, 'None', 13, 'None', -100, 'None', 18, 'None', -100, 'None']","[204, 'None', 93, 'None', 70, 'None', 143, 'None', -100, 'None', 74, 'None', -100, 'None', -1, 'None', -100, 'None']",
1516,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...b5 4.d6 4...Bb7,3.0,Bd3,"[1, 'None', 1, 'None', -100, 'None']","[204, 'None', 106, 'None', -100, 'None']",
1517,1.d4 1...d5 2.c4 2...Qd7 3.Nc3 3...f6 4.Bf4 4...g6 5.Bg3 5...c6 6.Nf3 6...f5 7.e3 7...b5 8.cxd5 8...Bg7 9.dxc6 9...Ba6 10.d5 10...Bb7 11.d6 11...Qxd6,10.0,Bxa6,"[1, 'None', 4, 'None', 5, 'None', 11, 'None', 4, 'None', 2, 'None', 2, 'None', 1, 'None', 7, 'None', -100, 'None']","[204, 'None', 99, 'None', 145, 'None', 170, 'None', 178, 'None', 292, 'None', 483, 'None', 515, 'None', 595, 'None', -100, 'None']",
1518,1.d4 1...d5 2.c4 2...Qd6 3.Nc3 3...Nf6 4.Bf4 4...Qc5 5.e3 5...Ne4,4.0,Bxe4,"[1, 'None', 5, 'None', -100, 'None', 6, 'None']","[204, 'None', 103, 'None', -100, 'None', 201, 'None']",
1519,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...f6,2.0,dxc6,"[1, 'None', 1, 'None']","[204, 'None', 106, 'None']",
1520,1.d4 1...d5 2.c4 2...Bf5 3.Nc3 3...Bg6 4.e3 4...Qc8 5.Bd3 5...Bf5 6.Bxf5 6...h5 7.Nh3 7...g6 8.Nf4 8...dxc4 9.Bxg6 9...Rh7 10.Bxh7 10...c6 11.Bg6 11...fxg6 12.d5 12...a6 13.dxc6 13...Nd7,12.0,Nd5,"[1, 'None', 4, 'None', 7, 'None', -100, 'None', 2, 'None', -100, 'None', 18, 'None', 8, 'None', 3, 'None', 9, 'None', -100, 'None', -100, 'None']","[204, 'None', 49, 'None', 86, 'None', -100, 'None', 236, 'None', -100, 'None', 219, 'None', 398, 'None', 901, 'None', 696, 'None', -100, 'None', -100, 'None']",
1521,1.d4 1...d5 2.c4 2...a5,1.0,dxa5,"[1, 'None']","[204, 'None']",
1522,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...a6 4.e4 4...b6 5.e5 5...h6 6.Bd3 6...f6 7.Nf3 7...Kd7 8.Qc2 8...h5,7.0,Bxh5,"[1, 'None', 2, 'None', 8, 'None', 3, 'None', 3, 'None', 1, 'None', 14, 'None']","[204, 'None', 42, 'None', 43, 'None', 131, 'None', 150, 'None', 438, 'None', 340, 'None']",
1523,1.d4 1...d5 2.c4 2...h6 3.Nc3 3...f6 4.e4 4...Nc6,3.0,d5,"[1, 'None', 5, 'None', 2, 'None']","[204, 'None', 60, 'None', 403, 'None']",
1524,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...e5 4.dxe5 4...Be7 5.Nc3 5...b5,4.0,Bd3,"[1, 'None', 1, 'None', 1, 'None', 2, 'None']","[204, 'None', 106, 'None', 213, 'None', 350, 'None']",
1525,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...e6 4.e4 4...Na6 5.Nf3 5...f6 6.Bd3 6...Bd6,5.0,Bxa6,"[1, 'None', 2, 'None', 1, 'None', 4, 'None', 2, 'None']","[204, 'None', 42, 'None', 54, 'None', 108, 'None', 192, 'None']",
1526,1.d4 1...d5 2.c4 2...f5 3.Nc3 3...Be6 4.Nf3 4...Nh6 5.e3 5...Na6,4.0,Bxa6,"[1, 'None', 4, 'None', 3, 'None', 5, 'None']","[204, 'None', 80, 'None', 188, 'None', 232, 'None']",
1527,1.d4 1...d5 2.c4 2...Qd6 3.Nc3 3...c6 4.Nf3 4...b6,3.0,Bb5+,"[1, 'None', 5, 'None', 3, 'None']","[204, 'None', 103, 'None', 125, 'None']",
1528,1.d4 1...d5 2.c4 2...Bf5 3.Nc3 3...c6 4.Nf3 4...Qd7 5.e3 5...h5 6.Bd3 6...h4 7.Bxf5 7...c5 8.dxc5 8...a6 9.Bd3 9...d4 10.Bd2 10...Ra7,9.0,Bxa6,"[1, 'None', 4, 'None', 5, 'None', 8, 'None', 11, 'None', 11, 'None', 4, 'None', 13, 'None', 9, 'None']","[204, 'None', 49, 'None', 34, 'None', 73, 'None', 70, 'None', 56, 'None', 776, 'None', 635, 'None', 469, 'None']",
1529,1.d4 1...d5 2.c4 2...h5 3.Nc3 3...f5 4.e3 4...e6 5.Bd3 5...Na6 6.Qc2 6...g6 7.Nf3 7...Bd6,6.0,Bxh7+,"[1, 'None', 10, 'None', 14, 'None', 3, 'None', -100, 'None', 6, 'None']","[204, 'None', 62, 'None', 146, 'None', 122, 'None', -100, 'None', 90, 'None']",
1530,1.d4 1...d5 2.c4 2...Nc6 3.Nf3 3...Qd6 4.Nc3 4...f6 5.e4 5...g6,4.0,Bb5+,"[1, 'None', 1, 'None', 2, 'None', 4, 'None']","[204, 'None', 81, 'None', 154, 'None', 235, 'None']",
1531,1.d4 1...d5 2.c4 2...c5 3.Nc3 3...e6 4.e3 4...cxd4 5.exd4 5...Qd6 6.Nf3 6...Qb6 7.Bd3 7...Qa5 8.Bd2 8...Qb6 9.a3 9...Na6,8.0,Bxa6,"[1, 'None', 4, 'None', 3, 'None', 2, 'None', 4, 'None', 7, 'None', 5, 'None', 19, 'None']","[204, 'None', 37, 'None', 3, 'None', 14, 'None', 123, 'None', 129, 'None', 279, 'None', 111, 'None']",
1532,1.d4 1...d5 2.c4 2...f5 3.Nc3 3...Nc6,2.0,Nc3,"[1, 'None', 4, 'None']","[204, 'None', 80, 'None']",
1533,1.d4 1...d5 2.c4 2...Nf6 3.Nc3 3...Qd6 4.Bf4 4...Qxf4,3.0,Qxf4,"[1, 'None', 3, 'None', -100, 'None']","[204, 'None', 32, 'None', -100, 'None']",
1534,1.d4 1...d5 2.c4 2...a5,1.0,dxa5,"[1, 'None']","[204, 'None']",
1535,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...Bg4 4.e3 4...h5 5.Bxc4 5...Bd7 6.Bd3 6...c5 7.dxc5 7...Bc8 8.Nc3 8...e5 9.Qb3 9...Nd7 10.Qxb7 10...Ngf6 11.Qa8+ 11...Ne4 12.Qxe4 12...Ba6,11.0,Qxa6,"[1, 'None', 4, 'None', 3, 'None', 3, 'None', 11, 'None', 11, 'None', 4, 'None', -100, 'None', -100, 'None', 1, 'None', 1, 'None']","[204, 'None', 31, 'None', 58, 'None', 119, 'None', 186, 'None', 122, 'None', 312, 'None', -100, 'None', -100, 'None', 469, 'None', 668, 'None']",
1536,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...Nb4 4.e3 4...f6 5.Bd3 5...c6,4.0,Bb5+,"[1, 'None', 3, 'None', 6, 'None', -100, 'None']","[204, 'None', 93, 'None', 154, 'None', -100, 'None']",
1537,1.d4 1...d5 2.c4 2...Nf6 3.cxd5 3...Bd7,2.0,dxc5,"[1, 'None', 1, 'None']","[204, 'None', 60, 'None']",
1538,1.d4 1...d5 2.c4 2...h5 3.Nc3 3...Bd7 4.e4 4...a6 5.Bd3 5...a5,4.0,Bxa5,"[1, 'None', 10, 'None', 11, 'None', 5, 'None']","[204, 'None', 62, 'None', 112, 'None', 160, 'None']",
1539,1.d4 1...d5 2.c4 2...f5 3.Nc3 3...a6 4.Bf4 4...dxc4 5.e3 5...Nf6 6.Bxc4 6...a5 7.d5 7...Ne4 8.d6 8...e5,7.0,Bxe4,"[1, 'None', 4, 'None', 7, 'None', 2, 'None', 2, 'None', -100, 'None', -100, 'None']","[204, 'None', 80, 'None', 110, 'None', 148, 'None', 187, 'None', -100, 'None', -100, 'None']",
1540,1.d4 1...d5 2.c4 2...dxc4 3.Nf3 3...e6 4.e3 4...Bd7 5.Bxc4 5...h5 6.Nc3 6...Nf6 7.Qb3 7...Bd6 8.Qxb7 8...Ke7 9.Qa6 9...Nh7 10.Qa7+ 10...Ke8 11.Qb8+ 11...c5 12.Qxc7 12...Rf8 13.d5 13...Qxc7,12.0,Qxc8+,"[1, 'None', 4, 'None', 2, 'None', 3, 'None', 2, 'None', 2, 'None', 2, 'None', -100, 'None', 9, 'None', -100, 'None', -100, 'None', -100, 'None']","[204, 'None', 31, 'None', 46, 'None', 101, 'None', 191, 'None', 186, 'None', 312, 'None', -100, 'None', -466, 'None', -100, 'None', -100, 'None', -100, 'None']",
1541,1.d4 1...d5 2.c4 2...Be6 3.Nc3 3...b5 4.cxd5 4...Bg4 5.e3 5...Qd7 6.Qb3 6...Qf5,5.0,Qxf5,"[1, 'None', 2, 'None', 1, 'None', -100, 'None', 3, 'None']","[204, 'None', 86, 'None', 252, 'None', -100, 'None', 307, 'None']",
1542,1.d4 1...d5 2.c4 2...Na6 3.Nf3 3...Qd6 4.Nc3 4...Nb8 5.Bf4 5...h5 6.Bh6 6...dxc4 7.Bxg7 7...Qf6 8.Bxf8 8...Kxf8 9.e3 9...Rh7 10.d5 10...a6 11.d6 11...b5 12.d7 12...a5 13.d8=Q+ 13...Kg7,12.0,Qd7+,"[1, 'None', 3, 'None', 11, 'None', -100, 'None', -100, 'None', 17, 'None', 4, 'None', 2, 'None', -100, 'None', -100, 'None', 18, 'None', 1, 'None']","[204, 'None', 93, 'None', 129, 'None', -100, 'None', -100, 'None', -421, 'None', 226, 'None', 250, 'None', -100, 'None', -100, 'None', -65, 'None', 1032, 'None']",
1543,1.d4 1...d5 2.c4 2...Qd6 3.Nc3 3...Qg6 4.Qc2 4...e5 5.dxe5 5...Bf5 6.e4 6...dxc4 7.Bxc4 7...Qg4,6.0,Qxg4,"[1, 'None', 5, 'None', -100, 'None', 12, 'None', 3, 'None', 13, 'None']","[204, 'None', 103, 'None', -100, 'None', -519, 'None', 86, 'None', 142, 'None']",
1544,1.d4 1...d5 2.c4 2...c6 3.Nc3 3...b6 4.e4 4...Bd7 5.e5 5...Bc8 6.Bd3 6...b5 7.c5 7...Be6,6.0,Bxe6,"[1, 'None', 2, 'None', 5, 'None', 1, 'None', 4, 'None', 3, 'None']","[204, 'None', 42, 'None', 70, 'None', 211, 'None', 188, 'None', 195, 'None']",
1545,1.d4 1...d5 2.c4 2...g6 3.cxd5 3...f6 4.e4 4...c6 5.dxc6 5...a5,4.0,d3,"[1, 'None', 1, 'None', 1, 'None', 1, 'None']","[204, 'None', 103, 'None', 302, 'None', 315, 'None']",
1546,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...g6 4.e4 4...e5 5.dxe5 5...Bg7 6.d6 6...h5 7.d7 7...Qxd7,6.0,Qc8+,"[1, 'None', 1, 'None', 1, 'None', 2, 'None', -100, 'None', -100, 'None']","[204, 'None', 178, 'None', 298, 'None', 353, 'None', -100, 'None', -100, 'None']",
1547,1.d4 1...d5 2.c4 2...h6 3.Nc3 3...c5 4.e3 4...a5 5.dxc5 5...Qd7 6.Bd3 6...Ra7,5.0,Bxa5,"[1, 'None', 5, 'None', 5, 'None', 3, 'None', -100, 'None']","[204, 'None', 60, 'None', 65, 'None', 157, 'None', -100, 'None']",
1548,1.d4 1...d5 2.c4 2...Qd7 3.Nc3 3...h6 4.e4 4...c5 5.dxc5 5...a5 6.Bd3 6...Qc7,5.0,Bxa5,"[1, 'None', 4, 'None', 20, 'None', 19, 'None', 14, 'None']","[204, 'None', 99, 'None', 50, 'None', 28, 'None', 118, 'None']",
1549,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...g6 4.e4 4...a6 5.d6 5...e6 6.Nc3 6...Bxd6 7.Nf3 7...h5,6.0,Bxh5,"[1, 'None', 1, 'None', 1, 'None', -100, 'None', 5, 'None', 8, 'None']","[204, 'None', 178, 'None', 298, 'None', -100, 'None', 71, 'None', 104, 'None']",
1550,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...f5,2.0,dxc6,"[1, 'None', 1, 'None']","[204, 'None', 178, 'None']",
1551,1.d4 1...d5 2.c4 2...Qd7 3.Nc3 3...Nh6 4.e4 4...c6,3.0,d5,"[1, 'None', 4, 'None', 18, 'None']","[204, 'None', 99, 'None', 110, 'None']",
1552,1.d4 1...d5 2.c4 2...Qd7 3.Nc3 3...b5 4.cxd5 4...Nf6,3.0,Bb5+,"[1, 'None', 4, 'None', 9, 'None']","[204, 'None', 99, 'None', 65, 'None']",
1553,1.d4 1...d5 2.c4 2...Be6 3.Nf3 3...a5,2.0,Bxa5,"[1, 'None', 3, 'None']","[204, 'None', 83, 'None']",
1554,1.d4 1...d5 2.c4 2...Bf5 3.Nc3 3...Bc8 4.e4 4...Bd7,3.0,d5,"[1, 'None', 4, 'None', 9, 'None']","[204, 'None', 49, 'None', 106, 'None']",
1555,1.d4 1...d5 2.c4 2...h6 3.Nc3 3...e6 4.e4 4...b5 5.cxb5 5...Qd7 6.a4 6...Bb7 7.Bd3 7...g6 8.Bxh6 8...f5 9.Bxf8 9...fxe4,8.0,exf5,"[1, 'None', 5, 'None', 18, 'None', 8, 'None', 18, 'None', 6, 'None', -100, 'None', 1, 'None']","[204, 'None', 60, 'None', -18, 'None', 50, 'None', 78, 'None', 79, 'None', -100, 'None', 253, 'None']",
1556,1.d4 1...d5 2.c4 2...Bf5 3.Nc3 3...a5 4.e3 4...Nf6 5.Bd3 5...Nc6 6.Nf3 6...g5 7.h3 7...Nb4 8.Bb1 8...Be6 9.Qc2 9...Qd7 10.Qd3 10...Bg4 11.Qd2 11...Be6,10.0,Qe1,"[1, 'None', 4, 'None', 9, 'None', 5, 'None', 7, 'None', 9, 'None', 2, 'None', -100, 'None', 7, 'None', 4, 'None']","[204, 'None', 49, 'None', 63, 'None', 39, 'None', 19, 'None', 93, 'None', 64, 'None', -100, 'None', -190, 'None', 27, 'None']",
1557,1.d4 1...d5 2.c4 2...Bg4 3.Qb3 3...Qd7 4.Qxb7 4...Nf6 5.Qa6 5...Qd6 6.Qxd6 6...Bh5 7.Qxd5 7...e5 8.Qxe5 8...Kd7,7.0,Qd4+,"[1, 'None', 6, 'None', 1, 'None', -100, 'None', 2, 'None', 9, 'None', 3, 'None']","[204, 'None', 52, 'None', 331, 'None', -100, 'None', 189, 'None', 617, 'None', 909, 'None']",
1558,1.d4 1...d5 2.c4 2...Be6 3.Nf3 3...Qc8 4.Nc3 4...Na6,3.0,Bxa6,"[1, 'None', 3, 'None', 1, 'None']","[204, 'None', 83, 'None', 168, 'None']",
1559,1.d4 1...d5 2.c4 2...a6 3.cxd5 3...Nh6,2.0,dxa6,"[1, 'None', 1, 'None']","[204, 'None', 106, 'None']",
1560,1.d4 1...d5 2.c4 2...g6 3.Nc3 3...e5 4.dxe5 4...a5 5.e4 5...Bc5 6.Bd2 6...f6 7.Nf3 7...Na6,6.0,Bc3,"[1, 'None', 2, 'None', 1, 'None', 9, 'None', -100, 'None', 20, 'None']","[204, 'None', 67, 'None', 203, 'None', 164, 'None', -100, 'None', 61, 'None']",
1561,1.d4 1...d5 2.c4 2...a5,1.0,dxa5,"[1, 'None']","[204, 'None']",
1562,1.d4 1...d5 2.c4 2...b6 3.cxd5 3...Bd7,2.0,dxc6,"[1, 'None', 1, 'None']","[204, 'None', 178, 'None']",
